,nota,nota_aleatoria,nota_reconstruida
0,2.0,0.004406347137572708,-0.30899025588761464
0,3.0,4.9634527685901375,4.585145837087948
0,4.0,3.3306114984735484,2.9505225269649027
0,4.5,3.040947395007929,3.0096601881250704
0,4.0,3.22078336182953,2.443082642201327
0,5.0,2.5431317180628525,2.8955991962878755
0,3.0,0.9692387147228343,1.5158855253882249
0,4.0,3.3317988021420564,3.0218587443930107
0,4.0,4.880830353477926,4.526673849177062
0,5.0,1.386047876283849,1.100554014403227
0,2.5,4.1582523908002225,4.135364315891331
0,3.5,2.866092964555525,3.09828297677932
0,5.0,0.8768836896524396,1.9950022306005233
0,3.5,2.9615773320803735,2.9501518382419634
0,4.0,2.1275898710803407,1.9984989695415665
0,3.0,2.87666626157354,1.6268849948817565
0,3.0,3.3214461633994317,2.1584470717189195
0,3.5,3.4169450670368064,3.374820290543769
0,3.0,0.2953508123813492,0.5480108831941042
0,4.0,2.7505626981358153,2.2474763872784287
0,5.0,1.1130775733898117,0.5599995567288448
0,3.5,1.2695833308053488,0.09570419944849004
0,3.0,3.280525835225105,2.561934196022598
0,4.0,1.6661064576419875,1.6385069026246264
0,4.5,1.0167642018286456,1.5902008225465205
0,4.5,3.6171241456500947,1.5498096034778848
0,4.0,2.2745419803838027,2.2090391767527837
0,3.0,0.7054045653611452,0.9076252675010569
0,4.0,2.270368382156969,0.5936291438984654
0,5.0,4.539931846866784,3.203947860266788
0,4.5,0.7650280385107222,3.0069084548561795
0,4.0,1.3716891193934826,1.1268110523184252
0,4.5,4.498959530353025,1.7562742361774635
0,4.0,2.2347713303673222,2.375260161588224
0,1.5,4.80690422968324,4.544761580527247
0,4.0,2.8541275492104994,2.6971193026968443
0,3.0,2.9184800821043853,2.250717289924355
0,1.0,2.0607919748122066,1.8618955506372044
0,4.0,4.74737483863953,5.264473218280726
0,2.0,0.8789394327958583,0.9371522674660467
0,3.0,4.559493896602984,3.9433544003268817
0,3.0,1.9577995895202516,2.2252562493848065
0,4.0,0.31287590222743744,1.3537971656652206
0,5.0,1.2871659739953878,1.290367414994261
0,3.5,4.0756483329115,3.7157270799555375
0,4.0,1.2957504895175853,0.6541067406383929
0,4.0,2.9600482163897697,3.103119714592006
0,4.0,2.549473906484935,2.5792044554264173
0,1.0,2.2233838502683216,0.464247136720353
0,5.0,3.1603416630636905,0.6568255193297816
0,5.0,3.6139795834459267,3.282860076230463
0,1.0,4.529277013850669,4.501815234069962
0,3.5,1.5558992673311116,2.403932508502153
0,3.0,0.10773756698424342,1.2471946543197414
0,3.0,2.238859931914682,2.1810427581275107
0,4.0,0.3686152690459188,0.5255661326872479
0,3.0,2.9332807140977786,3.1072967609960678
0,4.0,3.6862506186537725,2.453871662708486
0,4.0,2.306871988312154,2.6634126281819297
0,4.5,0.6225077662351464,0.5319357304250745
0,3.0,2.1936815808486045,2.5730635800804187
0,4.0,4.5436852482566685,4.7748448803023305
0,5.0,3.8803947463834487,4.415500664166743
0,1.0,2.270132349842635,2.3351144683848184
0,4.0,1.3101565843127683,1.372138995437112
0,5.0,2.7703773689705233,2.804930544140645
0,4.5,4.244108380883834,3.7440753497003088
0,3.5,3.4003177016772366,3.788123743614271
0,5.0,2.3434230338560473,2.4092086622669373
0,4.0,1.4743506333881267,1.5375668425780906
0,4.0,4.5430046612013655,3.4065571224509847
0,3.0,4.67832827356358,4.680833644375381
0,3.5,3.6191982960406555,0.9718066125791557
0,3.5,0.3759781559102926,0.41636319618712037
0,5.0,4.496616022870569,0.6864907726077858
0,3.5,3.084907946676683,2.35129282733217
0,5.0,0.04859610546743054,0.464504584071037
0,1.0,3.057683473350035,1.6575358002870766
0,4.5,1.426914793427943,1.4525779375820305
0,3.0,3.9364336176466495,3.024380240691176
0,5.0,4.941350696388273,1.9969933389380035
0,5.0,3.0494868189462854,3.1307855639145368
0,4.0,4.932018510898287,5.670356419509829
0,2.5,1.2508863438262225,0.9729512491613063
0,5.0,4.4480495984220845,3.748493769465129
0,3.0,0.5472192117352731,0.5517142038310437
0,4.0,4.396918843858168,4.445662575435117
0,3.5,1.8758225159031232,1.9674750697810273
0,2.0,0.320267323324116,0.2986086135561665
0,5.0,0.9830810791773997,1.0019507072909803
0,5.0,0.6050661696816356,0.13994709221015228
0,2.5,4.626640861551101,4.608833446548369
0,4.0,3.7291727671369057,4.28024955008597
0,3.0,4.12649156808107,3.6992331085810584
0,5.0,0.1941118425538213,1.5044969348926904
0,2.0,1.5617071948884809,0.9090655894308304
0,4.0,3.9674601193947225,3.9295435093209132
0,4.0,4.77589711630623,4.538647315791577
0,4.0,0.8932533093837147,0.8355749171197644
0,3.0,3.986971775034042,2.3809277010432246
0,2.0,2.0843843229076335,2.2408523709965835
0,4.0,3.4689658705496482,3.2766593231125682
0,5.0,1.0466312266516602,1.6207294142124928
0,4.0,0.3134792570038958,-0.2794849736471975
0,4.5,1.5916248507437136,1.3826487712010982
0,4.0,1.7177864292091911,1.601868718087708
0,5.0,3.4446422449839886,3.5051313367149572
0,3.0,3.7956287641014668,2.5205444114817332
0,2.0,3.6224567736059337,3.5847948380151435
0,0.5,0.9872569104438184,0.9316766944967527
0,4.0,3.3440891202547105,3.644895751155457
0,5.0,0.7926436102621903,2.125630676163139
0,4.0,0.0010339418039562176,-0.023439268212490566
0,4.5,0.7464752096523913,0.9989129464238129
0,3.5,1.8274281566765653,2.0654483305266966
0,4.0,4.431680143458378,4.414598418233878
0,4.0,2.4864867357747293,1.4494269348916373
0,3.5,0.07717260107064083,0.10390972082223807
0,4.0,0.38537432410023886,0.563578370443418
0,1.5,2.2229062630588947,0.27357238198509176
0,4.0,4.216318761610211,4.137847046739837
0,4.0,0.21151312311201875,0.17597040356075883
0,3.0,0.5514761675499374,-0.15769355207808244
0,3.5,4.309829142899017,3.9583784710454064
0,3.0,2.5308188413350137,3.5132283372708812
0,0.5,1.937055805533846,1.5384290469095414
0,2.5,2.9137251628487055,2.758913988670776
0,4.0,4.35907594946596,4.27012739911748
0,3.0,0.9260147731270446,0.5539559582672182
0,4.0,4.16767889831671,4.184084115195637
0,3.0,4.0925210260577405,4.476079353784666
0,3.0,2.0501615594606406,1.7940994063529034
0,2.5,3.3869849230492335,3.511665972635642
0,5.0,1.77507041917355,1.861198515047505
0,3.0,1.5791414515965874,0.6528676453176803
0,4.0,1.3021151528622892,0.2341625131540762
0,4.0,0.20625493630776315,0.596336389318683
0,3.0,2.0198628608417426,2.530162793286351
0,3.5,3.2688833037983214,0.491276363540076
0,3.0,3.2796295993182363,2.2244862750738
0,4.5,1.5594957681171557,1.523418857143309
0,4.0,2.717877742677495,1.122639968487516
0,3.0,1.5579124355661333,1.6342785753456648
0,3.0,3.5766878524632184,3.9947879279382175
0,3.0,4.09994009192895,3.525649460779921
0,3.0,3.4309092913283488,2.435642383475926
0,3.0,0.040364976793971774,0.7266995964229332
0,5.0,4.921118792766176,4.647348294754608
0,4.5,1.5055822072057212,1.657414766252456
0,3.0,0.1759549326079185,0.18074245811422854
0,2.0,3.551221937438323,3.6379664997933077
0,3.5,4.3418883699018735,0.7301498583945039
0,2.0,1.921806043591376,2.0549989776729283
0,4.0,4.412389237326238,3.427332235987432
0,3.0,3.8119670911686505,2.103696781324313
0,4.0,1.4564616728550535,0.9416423131391035
0,4.0,2.6909719965599184,1.8768538229535923
0,3.0,1.5953314198378106,0.791494805122134
0,3.0,0.9418274364611884,0.7809164545196076
0,5.0,3.4994830961813244,1.3502673548408732
0,2.0,2.8715040777324328,2.2826255922841074
0,5.0,2.578539440956412,2.2732522249411478
0,2.5,4.22160849192254,0.7351435030583148
0,3.0,0.2174435112552081,0.1346969595345633
0,3.5,1.0858269705476347,1.1871950335833328
0,2.5,3.0749831473071305,2.7137474767134564
0,1.0,4.60737709060165,4.377853952949143
0,2.0,2.2392142300974838,2.151002027093232
0,4.0,1.43742716492214,1.456610001998442
0,2.5,4.448799268735145,4.54370845653362
0,4.0,4.74977775106656,3.8533034379925386
0,3.0,1.7356647759212334,1.5924714439688217
0,4.5,2.5840731572609217,3.824469485620332
0,2.0,1.8287669097338288,1.8241567570981476
0,4.0,1.3698921465012937,1.7387036792849062
0,3.0,2.6290740404962607,2.1602765077479
0,4.5,1.4988580058205843,3.3009422805630617
0,3.5,3.7568515287124526,2.7420473702432036
0,5.0,4.3785158425879604,4.2977465217767055
0,3.0,3.7928203181006275,3.503514313464791
0,5.0,2.5222469277365933,2.5118896902147054
0,4.0,3.2600384219376317,2.9234743669911607
0,5.0,4.19701606929524,1.650497051775811
0,5.0,4.941140379232298,4.380327973013192
0,4.5,1.003488571234995,2.12418974195152
0,4.0,0.6456345144315062,0.7160577566160486
0,4.5,4.239934230145342,3.9288685994112127
0,4.0,1.651702731149833,1.7738434569223462
0,3.5,3.671070356066273,2.895943413753422
0,3.5,4.310869748927651,3.530669273496196
0,3.5,2.8777497754443897,2.4093535792028384
