,nota,nota_aleatoria,nota_reconstruida
0,4.0,2.5432200125442077,2.907907819028474
0,4.0,4.26280459500814,4.330223882244747
0,3.0,0.8411117223419584,0.8646921607189045
0,2.0,3.558200833863995,3.4526444788737907
0,3.0,4.82480642984625,4.85394660250503
0,3.0,4.196152203341457,4.199057492807854
0,5.0,1.4746187746452866,0.8266944392206377
0,3.0,0.9616057152598007,1.613649528861427
0,3.0,3.471886745814844,3.2312660652503036
0,3.0,4.290643224413178,5.326165602857361
0,4.0,2.382353439597381,2.3269409881263523
0,2.0,4.066269298766361,4.038048818348503
0,3.5,1.5312951728266677,0.9804461756649223
0,3.0,1.6451129482324318,0.6948389785418713
0,3.0,3.1009217510350373,2.9472818799339886
0,5.0,0.9398000777456622,0.3735329383664236
0,5.0,1.1248090830933588,0.7588243124518259
0,5.0,1.7017822848726993,1.489894255608439
0,3.0,3.21623778990003,0.13387947907465608
0,3.0,3.288326055131377,2.721103040859547
