,nota,nota_aleatoria,nota_reconstruida
0,3.5,0.9173367756528183,0.016010073622025722
0,4.5,4.110386091621893,3.522085339569809
0,4.0,4.150080379804487,1.336458034037619
0,4.0,2.277173438448859,0.17790356263904902
0,4.0,0.05029796182778545,-0.1602771766466041
0,4.0,2.3018958022932203,2.130553442114804
0,2.0,1.3539758806991768,1.3604364305347763
0,2.0,4.4931382723955995,3.701735035110092
0,5.0,1.9978546008492541,1.9520796598044339
0,2.0,0.8661145540376208,0.6330556659632444
0,5.0,4.479281691317766,4.026817466023401
0,4.0,4.7249613433926,0.7981498469136519
0,5.0,3.988768339266691,3.7800721595880087
0,3.0,3.032359951294042,3.0326327063738017
0,4.5,0.5968493981523693,1.4529247429626346
0,2.5,1.3569622891756667,0.9896893297097725
0,1.0,2.4889627687493308,2.3749180072655998
0,4.5,3.8513253126577354,4.005813623459472
0,2.0,3.8583611697173996,4.141506354758328
0,2.0,3.2356386424319683,3.1554300548298224
