,nota,nota_aleatoria,nota_reconstruida
0,1.0,4.6795959178561555,0.38267352030490925
0,3.5,1.4983662405037372,1.3706819329987805
0,4.0,2.4867751314730775,2.729206180258829
0,4.5,3.5523398908704102,2.6311816245155533
0,5.0,0.4313361952898742,1.554093912181221
0,1.0,1.697313838671643,1.8038413372449418
0,3.5,3.6220203984642945,3.608223292329211
0,4.0,2.10224436615948,2.8949571083156274
0,3.0,2.9698860129173106,2.346322009055227
0,5.0,1.5378459223152667,2.255014047402839
0,4.0,4.181151101677681,4.291078788055209
0,3.0,4.900845712057384,2.83360197315101
0,2.0,2.1027791233650603,2.0945946563256554
0,4.0,1.3195048486683776,0.6079097211309877
0,3.5,3.3062194601769073,0.5077318932622009
0,2.5,4.781195422060632,5.106859651965576
0,4.0,3.7163045567551394,0.3371887389008626
0,3.5,3.4187787239340124,3.324595785747949
0,4.0,4.9273357488575655,5.637923964530337
0,3.0,3.740092806363875,3.625439780541239
0,3.0,3.514830269849776,3.2239837435429477
0,4.0,3.9627166721184723,4.520197236669315
0,3.0,2.1495152938468287,0.01569878630326839
0,3.0,4.705596054352986,1.9859471198797198
0,4.5,3.5092536170150614,3.402283746279292
0,4.0,1.2666062487925718,1.171702433314702
0,2.0,3.724306687999597,2.43814860815226
0,5.0,0.19299144523596434,0.38753946498014075
0,3.0,3.4247298235174064,3.3766039724853654
0,4.0,4.880405916714282,4.840004261867732
0,5.0,3.563846215299653,3.5040194734491212
0,4.0,3.6055949229446855,3.346691070204295
0,3.0,0.7473445724828093,1.6061522290749861
0,3.0,2.0465281340135766,2.503992802749676
0,2.0,0.4454474100769079,0.49111355926102096
0,3.0,1.4812811424678602,-0.06926291747843977
0,5.0,4.85262010686576,2.967147155056817
0,4.5,1.2832865071135935,1.3478675649461649
0,4.5,2.6029695182617396,2.21198494827807
0,2.5,3.3416715368394927,3.259902966081109
0,1.0,4.2699202500020546,3.7095852716085638
0,3.0,0.4476443456029061,1.0603586315917763
0,2.0,2.5272109728222087,1.3025506829553593
0,3.0,0.5424382645380577,0.19412872390565494
0,3.0,1.274597430610414,1.2457094998799136
0,2.5,2.297092244684269,2.2061979735083708
0,3.5,1.5969787074806812,1.8727182397640987
0,4.0,2.571598945257839,0.26299789639120774
0,5.0,4.79532827115038,2.0365224947549176
0,2.5,4.87185765542396,3.614438674193929
0,3.5,0.9303671303335526,0.9264625384269632
0,4.0,1.3916354860144342,0.7840153855486498
0,1.0,0.5624572235127306,0.07197092883035942
0,1.5,3.681158013334242,2.1691112934973296
0,1.5,4.577520338536452,4.493854856194264
0,3.0,0.4805578561277246,0.3067978475579279
0,5.0,0.6691528528283291,0.6905396260279997
0,5.0,1.1808627024822083,1.6578246227091284
0,3.0,3.2525656173855793,2.8417044101925897
0,4.0,4.893626295289264,2.9973856103631333
0,4.0,1.3731138548676132,1.4902998562473957
0,4.0,2.164357701358157,1.7838571844733826
0,4.0,2.126409318363396,3.062585382933896
0,4.0,4.744619430896726,1.2990396279338003
0,5.0,4.811840461112135,1.8142211289438934
0,4.0,3.4117076250667298,3.6028290675202217
0,3.5,4.7285389195044845,2.4011405557536896
0,3.0,4.137230745690333,0.5411700222211135
0,3.0,2.936498725538878,1.0843226492178684
0,4.5,0.15400905933834197,0.1464329770302483
0,2.0,3.69880931997911,0.5579041690110877
0,5.0,4.004715861713394,4.0564199482002214
0,5.0,3.330771981033589,0.4597788257971968
0,4.0,4.009607715259261,0.7362979795549409
0,3.0,0.1064260680781659,0.4973683252580172
0,5.0,4.226185513290427,1.5521941435137196
0,4.0,3.6819887836785807,1.6039343527023708
0,3.0,4.726216826108864,4.348714724952106
0,3.5,2.9601761800566235,2.6955399826889272
0,4.0,0.6862482695684513,-1.0140852127924371
0,3.5,4.1449208222003096,4.193828519833493
0,0.5,3.382706719266496,3.322818183961791
0,2.0,1.1148512652221265,1.5211951804961195
0,3.5,1.8184803990567082,0.5598901113073956
0,4.0,2.9715726610058546,3.1797481475587186
0,3.5,2.6685059831276563,1.4246693740697156
0,3.0,0.7465515711539578,1.1735585811845486
0,1.0,4.113392703293497,4.089260903799269
0,2.5,2.164481320834806,1.1484719275161164
0,4.0,2.5939207709469136,4.253605444572413
0,4.0,1.850568601388387,1.8848665206187054
0,3.5,4.654135770213955,1.4168595586416728
0,3.0,0.0991345954037054,0.6436599326862619
0,5.0,1.922995363994121,3.6302868546491016
0,4.0,2.1866818063464426,1.620871411679786
0,2.0,0.3447617696347255,0.3959355152583266
0,4.0,1.4611834779173698,0.9491913476596578
0,4.0,3.0038811227226243,2.9460924054594466
0,4.5,2.519860797190536,2.4595945955470295
0,5.0,1.6971725940276094,3.193896602780233
